n,target_r2,sample_r2,learner,replication,theta_hat,se,ci_lower,ci_upper,ci_length,kappa_star,bias,coverage,nuisance_mse_m,nuisance_mse_l,rmse_m,rmse_l
500,0.95,0.9121763791071176,RF_Tuned,0,0.21478489022431635,0.29335727092560293,-0.36019536078986536,0.7897651412384981,1.1499605020283634,2.4420765545398364,-0.7852151097756837,0,0.03759359665237373,0.5221096028944187,0.19389068222164194,0.7225715209544441
500,0.95,0.9497576703949923,RF_Tuned,1,0.29874705829260645,0.3010467380170447,-0.29130454822080115,0.888798664806014,1.1801032130268152,2.80337294202753,-0.7012529417073936,0,0.03416692961070878,0.5101878972803539,0.18484298637143035,0.7142743851492603
500,0.95,0.9489267800534993,RF_Tuned,2,0.5901228731951834,0.3230259555885669,-0.04300799975840763,1.2232537461487745,1.266261745907182,2.439212932006592,-0.4098771268048166,1,0.03937964095159903,0.5115739534579565,0.198443042084118,0.715243981769827
500,0.95,0.9886527703585695,RF_Tuned,3,0.5205345261067932,0.24406432584471116,0.04216844745115933,0.998900604762427,0.9567321573112677,2.077056238831948,-0.4794654738932068,0,0.04666530187726694,0.6598445373537991,0.21602153105018707,0.8123081541839889
500,0.95,0.9446045205930266,RF_Tuned,4,0.52807474712178,0.23439214945860598,0.06866613418291234,0.9874833600606477,0.9188172258777354,2.2924395376220064,-0.47192525287821996,0,0.0401856790511902,0.5024699630389087,0.2004636601760783,0.7088511571824572
500,0.95,0.9677024632167199,MLP,0,1.2309179208889436,0.2812560806929424,0.6796560027307765,1.7821798390471106,1.102523836316334,2.338149290293594,0.23091792088894358,1,0.04416661590886975,0.7573595135749437,0.2101585494546195,0.8702640481916645
500,0.95,0.9396677244951126,MLP,1,1.0523808618446244,0.23405857363182886,0.5936260575262399,1.511135666163009,0.9175096086367692,2.0702812111952853,0.05238086184462443,1,0.04644959874986716,0.3993660630597452,0.21552168974343897,0.6319541621508202
500,0.95,0.9606796477472844,MLP,2,1.0915195305527545,0.26491225392053175,0.5722915128685123,1.6107475482369966,1.0384560353684842,2.0551298165968794,0.09151953055275452,1,0.05160521539276968,0.779919092103076,0.2271678132851784,0.883130280368121
500,0.95,0.9493859407109547,MLP,3,1.345475647232541,0.3444552868868262,0.6703432849343618,2.0206080095307204,1.3502647245963586,2.726348143857291,0.3454756472325411,1,0.03786505927177579,1.184270836500058,0.19458946341407027,1.088242085429551
500,0.95,0.9306394772400485,MLP,4,1.2516455743833803,0.3952916176788131,0.47687400373290667,2.0264171450338537,1.549543141300947,2.2141910353578527,0.2516455743833803,1,0.04139066659502408,1.3406197280668974,0.20344696260948228,1.1578513410912894
500,0.98,0.9870883785759068,Oracle,0,2.4921862408794406,0.9571324954398163,0.6162065498174008,4.368165931941481,3.75195938212408,49.37466609368853,1.4921862408794406,1,0.0,0.0,0.0,0.0
500,0.98,0.9882371251367145,Oracle,1,0.1971081246342926,1.0049646835890025,-1.7726226552001523,2.1668389044687375,3.9394615596688896,52.37554831051577,-0.8028918753657074,1,0.0,0.0,0.0,0.0
500,0.98,0.9974059230787564,Oracle,2,-0.4521176955608512,1.1261674450780543,-2.6594058879138376,1.7551704967921353,4.414576384705973,50.86577963292459,-1.4521176955608512,1,0.0,0.0,0.0,0.0
500,0.98,0.9850792110193862,Oracle,3,1.8563103107304635,1.0171988554936433,-0.13739944603707732,3.8500200674980043,3.9874195135350816,48.739941558457694,0.8563103107304635,1,0.0,0.0,0.0,0.0
500,0.98,0.9802298806441611,Oracle,4,2.883287213845919,1.0473842436159393,0.8304140963586781,4.936160331333159,4.105746234974481,54.32785853011952,1.883287213845919,1,0.0,0.0,0.0,0.0
500,0.98,0.9782624193715446,OLS,0,1.234515776970216,0.2704366947982715,0.7044598551656038,1.7645716987748281,1.0601118436092243,1.3118721595703637,0.23451577697021597,1,0.07752677461756942,1.8608667567478798,0.27843630262156804,1.3641359011285787
500,0.98,0.9695400197422787,OLS,1,1.4204345061825174,0.2807476013948693,0.8701692074485736,1.9706998049164612,1.1005305974678876,1.4101892456288394,0.42043450618251743,1,0.07560166623193146,1.6042448074517437,0.2749575716941279,1.2665878601390999
500,0.98,0.971519357604366,OLS,2,1.6707859079409961,0.36481056495966185,0.9557572006200589,2.3858146152619333,1.4300574146418743,1.2712271692363077,0.6707859079409961,1,0.0768274953245694,1.658973412479431,0.2771777323750402,1.2880114178373696
500,0.98,0.9722747675271517,OLS,3,1.2792454394336006,0.2774458094299853,0.7354516529508294,1.823039225916372,1.0875875729655426,1.3969757753991647,0.2792454394336006,1,0.07622331785451814,1.6054126027189932,0.27608570744339184,1.267048776771831
500,0.98,0.9895279323938398,OLS,4,1.5493484623079885,0.2917140923388148,0.9775888413239116,2.1211080832920652,1.1435192419681537,1.3592893993016086,0.5493484623079885,1,0.0781097198256775,1.7662994232369247,0.2794811618440096,1.3290219799675718
500,0.98,0.9842802952924943,Lasso,0,1.2689721807615841,0.24997103914646732,0.7790289440345082,1.75891541748866,0.9798864734541519,1.1971426913982088,0.26897218076158413,1,0.07559264262423963,1.6438503375165447,0.2749411621133504,1.2821272704051438
500,0.98,0.9929631937634457,Lasso,1,1.3452425385304674,0.25287507692313266,0.8496073877611274,1.8408776892998073,0.9912703015386799,1.369999250508529,0.3452425385304674,1,0.07678527270672908,1.528973263469564,0.27710155666601566,1.2365165843892123
500,0.98,0.9891834110419446,Lasso,2,1.440464372194405,0.248873766494498,0.952671789865189,1.9282569545236212,0.9755851646584323,1.389761809948827,0.44046437219440504,1,0.07903500043024031,1.4180032376187737,0.28113164252755385,1.1907994111599038
500,0.98,0.9759166288362644,Lasso,3,1.0440307674091422,0.2969979240405546,0.46191483628965524,1.6261466985286293,1.164231862238974,1.431262470235917,0.044030767409142246,1,0.06907139294934327,1.588815888414485,0.26281436975428735,1.2604824030562605
500,0.98,0.9665199443059302,Lasso,4,1.1758397487874708,0.2832839553255222,0.6206031963494473,1.7310763012254942,1.1104731048760468,1.3496495841555445,0.17583974878747077,1,0.07331756832784526,1.558995269479836,0.2707721705195075,1.248597320788346
500,0.98,0.9991280157404375,RF_Tuned,0,0.2517459905758951,0.31695058439990814,-0.36947715484792487,0.872969135999715,1.24244629084764,2.3639839849982853,-0.7482540094241049,0,0.036856635406233365,0.5468174880148003,0.19198082041243955,0.7394710866658685
500,0.98,0.9733343989368948,RF_Tuned,1,0.9009028522589724,0.261910746802446,0.38755778852617817,1.4142479159917665,1.0266901274655882,2.301977551968811,-0.09909714774102762,1,0.04156377927416234,0.4770589737024719,0.20387196784786854,0.6906945589060854
500,0.98,0.9792508811776298,RF_Tuned,2,0.8644416897682381,0.29607316722285215,0.28413828201144786,1.4447450975250282,1.1606068155135802,2.450785196111205,-0.1355583102317619,1,0.04130750529651958,0.5613432779140276,0.20324247906508025,0.7492284550883179
500,0.98,0.9878337914414251,RF_Tuned,3,0.6054958091382585,0.25824992113935075,0.09932596370513103,1.1116656545713859,1.0123396908662547,2.2564461530044904,-0.3945041908617415,1,0.039941736910589054,0.5134774757363137,0.19985428919737763,0.7165734266188732
500,0.98,0.9740247248071029,RF_Tuned,4,0.3535376369603167,0.270956073821452,-0.1775362677297292,0.8846115416503626,1.0621478093800918,2.4373906844706177,-0.6464623630396833,0,0.03817417883032471,0.4631563108487002,0.19538213539196644,0.680555883707356
500,0.98,1.0025225102228597,MLP,0,1.1221084062717814,0.2892138394002183,0.5552492810473536,1.6889675314962092,1.1337182504488554,2.4898803243436496,0.12210840627178143,1,0.0398111356130695,0.5022092872861431,0.19952728037305953,0.7086672613336552
500,0.98,1.0018643898691175,MLP,1,1.1381951671806823,0.22949227055802449,0.6883903168869543,1.5880000174744102,0.8996097005874559,2.12160861123368,0.13819516718068225,1,0.051129037265557856,0.455028398125281,0.22611730863770216,0.6745579279241191
500,0.98,0.9586526790531527,MLP,2,0.9508726952292644,0.27255304638996547,0.41666872430493207,1.4850766661535968,1.0684079418486647,1.9866015473297276,-0.04912730477073557,1,0.04641314421433545,0.4904155567876509,0.21543710036652333,0.7002967633708234
500,0.98,0.9724511179939,MLP,3,1.2567716946924066,0.29102092344547925,0.6863706847392672,1.827172704645546,1.1408020199062787,2.4640911287974334,0.25677169469240657,1,0.04251885967362595,0.9280954724722255,0.20620101763479723,0.9633771185118658
500,0.98,0.9656408913862786,MLP,4,1.0783873893795448,0.28749054120765816,0.5149059286125348,1.6418688501465548,1.12696292153402,2.5557913226786706,0.07838738937954481,1,0.041276883705803936,0.45471475652435445,0.2031671324447041,0.6743254084819542
500,0.99,0.9975569403949209,Oracle,0,1.2900619820367467,1.2840998440536775,-1.2267737123084612,3.8068976763819546,5.033671388690416,86.35892845447329,0.2900619820367467,1,0.0,0.0,0.0,0.0
500,0.99,0.9946817463823946,Oracle,1,-0.279501043294296,1.2990992371594754,-2.825735548126868,2.266733461538276,5.092469009665144,99.67108943837555,-1.279501043294296,1,0.0,0.0,0.0,0.0
500,0.99,0.9974194669347678,Oracle,2,-0.0849767728678024,1.4146768928443219,-2.857743482842673,2.6877899371070684,5.5455334199497415,102.96805357841176,-1.0849767728678024,1,0.0,0.0,0.0,0.0
500,0.99,0.9845429987624518,Oracle,3,3.2255536759838415,1.2914390831097269,0.6943330730887767,5.756774278878906,5.06244120579013,97.41146387217326,2.2255536759838415,1,0.0,0.0,0.0,0.0
500,0.99,0.9852069250212403,Oracle,4,1.4443848028893183,1.4181361108760906,-1.3351619744278194,4.223931580206456,5.559093554634275,94.62106400832559,0.44438480288931825,1,0.0,0.0,0.0,0.0
500,0.99,0.9984333591385813,OLS,0,1.3489205507313717,0.30026112398963745,0.7604087477116823,1.9374323537510612,1.1770236060393788,1.2916683980513484,0.34892055073137174,1,0.07845676462269187,1.6686808907035429,0.2801013470561894,1.2917743187970345
500,0.99,0.9838042488252402,OLS,1,1.3334123242773666,0.3614872273392681,0.6248973586924012,2.0419272898623317,1.4170299311699306,1.3675205509346742,0.33341232427736656,1,0.06464635189240617,1.7148340221532428,0.254256468732668,1.309516713201188
500,0.99,0.983964051255466,OLS,2,1.6713055282164115,0.3688346238984461,0.9483896653754571,2.394221391057366,1.4458317256819089,1.2787519019002436,0.6713055282164115,1,0.07677069826689782,1.658933449405488,0.2770752574065353,1.2879959042658047
500,0.99,1.0016127685089466,OLS,3,1.4618063373093468,0.2918394197018233,0.8898010746937731,2.0338115999249204,1.1440105252311472,1.4649403026295236,0.46180633730934684,1,0.07200212094625832,1.5384173044507723,0.26833210942087854,1.2403295144641089
500,0.99,0.9793182829911137,OLS,4,1.3712279730157855,0.27832414086811474,0.8257126569142805,1.9167432891172904,1.0910306322030099,1.4561275417079955,0.3712279730157855,1,0.07290845889749105,1.4851523072393498,0.2700156641706015,1.218668251510373
500,0.99,0.9865354139042392,Lasso,0,1.846504012775574,0.2868634834280906,1.2842515852565164,2.4087564402946318,1.1245048550381154,1.3971022082707698,0.8465040127755741,0,0.07451946814463219,1.5535677945928996,0.27298254183121706,1.2464219969949581
500,0.99,0.9670671332989417,Lasso,1,1.2996428117273093,0.28172725633987605,0.7474573893011522,1.8518282341534664,1.1043708448523142,1.3195535214987408,0.29964281172730933,1,0.07085962016920164,1.8934110332866696,0.2661947034957714,1.3760127300598166
500,0.99,0.9812856610087849,Lasso,2,1.3880493569097132,0.2682676063191557,0.862244848524168,1.9138538652952584,1.0516090167710903,1.444949748290027,0.3880493569097132,1,0.0726548857443697,1.7367135272014447,0.2695457025151202,1.317844272742969
500,0.99,0.9827824064653051,Lasso,3,2.128297279593832,0.266617428624985,1.6057271194888614,2.6508674396988026,1.0451403202099412,1.3664935198533392,1.128297279593832,0,0.0742226153421706,1.881495060113942,0.27243827804141363,1.3716760040599756
500,0.99,0.9861280467821054,Lasso,4,0.9776198037451935,0.2784622350466033,0.4318338230538511,1.523405784436536,1.091571961382685,1.5063911932126026,-0.022380196254806473,1,0.06689838212124241,1.379354679883812,0.258647215568315,1.174459313847786
500,0.99,0.9814342332485063,RF_Tuned,0,0.3349085479429883,0.27787158982542454,-0.20971976811484383,0.8795368640008204,1.0892566321156643,2.7607767945926907,-0.6650914520570117,0,0.03755051828311643,0.5435085114696756,0.19377956105615585,0.7372302974442081
