learner,target_r2,n,coverage,avg_ci_length,mc_bias,mc_se,avg_kappa_star,median_kappa_star,avg_nuisance_mse_m,avg_nuisance_mse_l,avg_rmse_m,avg_rmse_l,avg_sample_r2,n_reps,bias_to_se_ratio,avg_nuisance_mse,Q
Oracle,0.75,5000,1.0,0.30032421963757505,-0.010012911502788713,0.054221671900758966,4.073382335241139,4.095231172468191,0.0,0.0,0.0,0.0,0.7502884192596714,5,0.18466622573193944,0.0,0.0
Oracle,0.9,500,1.0,1.6652881530995074,0.1174592626967752,0.36129763323910474,10.38946405814608,10.391570984063238,0.0,0.0,0.0,0.0,0.8915948000854284,5,0.32510388081906233,0.0,0.0
Oracle,0.9,2000,1.0,0.8053542905327411,-0.010088984189473904,0.16717766858872166,9.74029337734343,9.870849079753256,0.0,0.0,0.0,0.0,0.8987309945584421,5,0.060348874790771785,0.0,0.0
Oracle,0.9,5000,1.0,0.520981331206311,-0.006250287300076707,0.18613750123321274,9.983513277132346,10.110399612983251,0.0,0.0,0.0,0.0,0.901784005805774,5,0.033578871848320806,0.0,0.0
Oracle,0.95,500,1.0,2.3880063995562457,0.03206078905585796,0.37428845106605224,19.49977805221851,19.016753927762004,0.0,0.0,0.0,0.0,0.9455241572100599,5,0.08565797038231367,0.0,0.0
Oracle,0.95,2000,1.0,1.2259080802498536,0.19115538600557658,0.15606644672745462,20.05123865829692,19.85542221888174,0.0,0.0,0.0,0.0,0.9525664897050208,5,1.2248333323010758,0.0,0.0
Oracle,0.95,5000,1.0,0.7591590327953146,-0.04663518394675281,0.32935638778948556,19.82281706447022,19.971097279369616,0.0,0.0,0.0,0.0,0.9520855078994416,5,0.1415948974293481,0.0,0.0
Oracle,0.98,500,1.0,4.039832615001702,0.395354838905853,1.4558856220207168,51.13675882514122,50.86577963292459,0.0,0.0,0.0,0.0,0.9876081036909851,5,0.271556249286338,0.0,0.0
Oracle,0.98,2000,0.8,1.9740120407507777,0.008157795855395555,0.6486715693671083,50.61757804014548,51.285150566421514,0.0,0.0,0.0,0.0,0.9793654405938332,5,0.01257615755127807,0.0,0.0
Oracle,0.98,5000,0.8,1.2418061899423607,-0.05009095536649222,0.5391073476009675,50.106066316178634,51.08157726582767,0.0,0.0,0.0,0.0,0.9787629332058467,5,0.09291462190118058,0.0,0.0
Oracle,0.99,500,1.0,5.258641715745941,0.11910452894956158,1.4122739681555763,96.20611987035188,97.41146387217326,0.0,0.0,0.0,0.0,0.991881615499155,5,0.08433528595383769,0.0,0.0
Oracle,0.99,2000,0.8,2.7229213443359472,0.18863739834929794,1.0267789778028753,99.43587939178155,97.39646511365093,0.0,0.0,0.0,0.0,0.9886444619479405,5,0.1837176280653393,0.0,0.0
Oracle,0.99,5000,1.0,1.7436399946238086,0.2525257260049796,0.15033918867148544,101.11029825722252,100.23180988132796,0.0,0.0,0.0,0.0,0.9907531330947034,5,1.6797065903873385,0.0,0.0
RF_Tuned,0.75,500,0.8,0.7305335326938858,-0.34497802143480827,0.22223421514818145,1.8010468401686535,1.7973778662703084,0.04181146780859757,0.5247614813397496,0.20435234692441187,0.7234552810016046,0.7298263425052947,5,1.5523173207365195,0.2832864745741736,0.6910907017283142
RF_Tuned,0.75,2000,0.4,0.3964920393632526,-0.19055264342760303,0.10561234321087451,2.249262023858448,2.2338967033391817,0.026563667191329972,0.2635892322295731,0.16289193486125425,0.5129910491000713,0.7604071648057651,5,1.8042648958856027,0.14507644971045153,0.6457549916140737
RF_Tuned,0.75,5000,0.2,0.25914058653551575,-0.17812417835125505,0.06196471610888484,2.5164160520346854,2.5158509684579253,0.02008292994164158,0.17582236141554708,0.14170073013750356,0.41921780338294157,0.7510962614747785,5,2.874606542830826,0.09795264567859432,0.613184000139826
RF_Tuned,0.9,500,1.0,0.9981401765500282,-0.13169918095901934,0.14967424256585876,2.240216975255616,2.1949067270395255,0.0427618025952045,0.7221152888753604,0.20667650335469273,0.8487460602037948,0.8957854195743119,5,0.879905444659724,0.3824385457352824,0.9192857072274012
RF_Tuned,0.9,2000,0.2,0.5474833541366647,-0.28439033937615055,0.12072617346346662,3.0926801008713647,3.1171459897276796,0.02478571782063815,0.273102489676614,0.15742171995250115,0.522530288187542,0.8954030329405246,5,2.3556643204815146,0.14894410374862607,0.8940158198179623
RF_Tuned,0.9,5000,0.0,0.36033159657206826,-0.2736081846498817,0.053628472962886545,3.763648876081118,3.780147897811312,0.01800935128901358,0.17334666963113138,0.13413319817459093,0.41630832867027684,0.8968704425266802,5,5.101920109476762,0.09567801046007247,0.893273564077278
RF_Tuned,0.95,500,0.2,1.0943749688302726,-0.5695471810118641,0.16355300663553043,2.4108316410055823,2.439212932006592,0.03959822962862773,0.5412371908050874,0.19873238038069113,0.7346498398479955,0.948823624101441,5,3.4823400237518776,0.2904177102168575,0.932017839686514
RF_Tuned,0.95,2000,0.4,0.5339179075476839,-0.3680488709613653,0.12652780533454294,3.3283086959540165,3.274474990404995,0.026953200616710117,0.270695956613028,0.16410006002171756,0.5186084167090541,0.9495535591019493,5,2.908837863647711,0.14882457861486906,0.9552473204217051
RF_Tuned,0.95,5000,0.0,0.39649225301166097,-0.3786085845473325,0.09412999938247453,4.430058524810941,4.398054953962737,0.01824969042612181,0.1715711529642335,0.13508548725566283,0.4141462715707068,0.9505348515655573,5,4.022188324988168,0.09491042169517766,1.0402599449269818
RF_Tuned,0.98,500,0.6,1.1008461468146309,-0.40477520425966396,0.2925801925539441,2.3621167141106816,2.3639839849982853,0.03956876714356581,0.5123707052432628,0.19886633838294648,0.7153046821973003,0.9827143624206981,5,1.3834675571383188,0.2759697361934143,0.8916013197739902
RF_Tuned,0.98,2000,0.2,0.6218013705682255,-0.3964325635248216,0.09089051954292951,3.90233925018621,3.9317112187698124,0.02378615388148943,0.27451375034814884,0.15419765072431696,0.5236212087858676,0.9817739936973158,5,4.361649218404766,0.14914995211481913,1.1171953122429525
RF_Tuned,0.98,5000,0.0,0.4287261986689975,-0.37920516156172934,0.08882816016516665,5.084858779847626,5.054331265945561,0.01800746376944757,0.17225047512477543,0.13415664481056636,0.41497557639382715,0.9817014445228509,5,4.26897462309967,0.0951289694471115,1.1925622700899854
RF_Tuned,0.99,500,0.6,1.1228262357491876,-0.6347008777838188,0.21838211082319825,2.7105187073743187,2.717782379109724,0.03725829544396505,0.578833789228679,0.19265674778507932,0.760372483355801,0.983789454292069,5,2.9063776121189315,0.30804604233632205,1.0402075148234429
RF_Tuned,0.99,2000,1.0,0.6323909920428823,-0.12476396408465062,0.13950684225967835,3.8468794351831,3.8593060140516764,0.02569572305249389,0.3707716059326983,0.16027676461657023,0.6088073385519983,0.9924351050742286,5,0.8943214688525076,0.1982336644925961,1.2055478119915277
RF_Tuned,0.99,5000,0.0,0.4470275818143568,-0.4702969357084442,0.021351467373216235,5.334965845621096,5.407607075231073,0.01798369221360982,0.17283237367308465,0.13408924512069503,0.4157301793373323,0.9918134845308657,5,22.026445653023146,0.09540803294334724,1.2767559099768087
