n,target_r2,sample_r2,delta,replication,theta_hat,se,ci_lower,ci_upper,structural_kappa,kappa_star,bias,abs_bias,coverage,rmse_m,rmse_l
2000,0.5,0.49215451429612406,0.2,36,1.0209925932966548,0.0173516024953785,0.986983452405713,1.0550017341875966,1.958850877247795,1.8846135307021663,0.020992593296654816,0.020992593296654816,1,0.27602609746267387,0.6713566237278815
2000,0.5,0.49893511073166824,0.2,37,1.0229208926412874,0.019622740603153638,0.9844603210591063,1.0613814642234685,2.050500554614173,1.9806633588063833,0.022920892641287383,0.022920892641287383,1,0.28495258398800744,0.6830164676581929
2000,0.5,0.4972259704914031,0.2,38,1.0280847610642097,0.017768137745486526,0.993259211083056,1.0629103110453633,2.001185076656753,1.9268550307010632,0.02808476106420965,0.02808476106420965,1,0.2803947746146777,0.6706345466473823
2000,0.5,0.48221148907155853,0.2,39,1.043124068255958,0.017555212886286854,1.0087158509988357,1.0775322855130802,1.97911519691433,1.9154762543343753,0.04312406825595794,0.04312406825595794,0,0.2775289749344956,0.6543299940038232
2000,0.5,0.4918584335607419,0.2,40,1.0274770487751088,0.017084143894379882,0.9939921267421242,1.0609619708080933,1.9916474626667655,1.9205834954391061,0.027477048775108814,0.027477048775108814,1,0.2797951628363781,0.6697912879315079
2000,0.5,0.5083771500647267,0.2,41,1.0201587076352323,0.016957560598965575,0.9869218888612598,1.0533955264092048,1.9389128139344587,1.8490890069522106,0.02015870763523231,0.02015870763523231,1,0.2766943111137168,0.6493730355539964
2000,0.5,0.4853150462630428,0.2,42,1.027991921988065,0.016917111927448252,0.9948343826102666,1.0611494613658636,1.9986090501082614,1.9344332655509513,0.027991921988065105,0.027991921988065105,1,0.2841848164310567,0.6896088393112034
2000,0.5,0.4875400391971255,0.2,43,1.0185238370782035,0.018527073662632572,0.9822107726994437,1.0548369014569634,2.041149569670451,1.9805106853769945,0.018523837078203487,0.018523837078203487,1,0.2818363515636846,0.6917632033935817
2000,0.5,0.4819605798737962,0.2,44,1.0309525973863487,0.017734425716937875,0.9961931229811505,1.065712071791547,2.089488013713977,2.0412975851368804,0.0309525973863487,0.0309525973863487,1,0.28536021860210636,0.6904862493898101
2000,0.5,0.49360169412445587,0.2,45,0.9978565319281898,0.016961413971276682,0.9646121605444875,1.031100903311892,2.0336683448996116,1.9670092773109198,-0.002143468071810206,0.002143468071810206,1,0.28961053857014096,0.6858512276597252
2000,0.5,0.5135140585742436,0.2,46,1.0160878981829031,0.01778098477445931,0.9812371680249629,1.0509386283408433,1.9312469811183373,1.83643525234569,0.016087898182903126,0.016087898182903126,1,0.2804826674733802,0.6624988154852419
2000,0.5,0.5027672235792665,0.2,47,1.013906741854445,0.018091532389366467,0.9784473383712867,1.0493661453376033,2.0489677627855056,1.9746616201398957,0.01390674185444496,0.01390674185444496,1,0.2874021252034097,0.6874302298972145
2000,0.5,0.46695251368112606,0.2,48,1.011323572544345,0.016878221799733594,0.9782422578168671,1.0444048872718228,1.803647075121655,1.7320687438384723,0.011323572544345017,0.011323572544345017,1,0.2739105387618547,0.6418270067818157
2000,0.5,0.4991668123690648,0.2,49,0.991218045076968,0.017997360581425287,0.9559432183373744,1.0264928718165616,2.0219646767468,1.948672792365438,-0.00878195492303202,0.00878195492303202,1,0.2815016492325939,0.6368318061807128
2000,0.5,0.5130418272521103,0.2,50,1.0210446362940564,0.018371948050751135,0.9850356181145842,1.0570536544735287,1.9611547133036693,1.86990071843728,0.021044636294056396,0.021044636294056396,1,0.2851828945807019,0.7013118725271836
2000,0.5,0.49254474777794416,0.2,51,1.0168312950890817,0.018432947758318184,0.980702717482778,1.0529598726953853,1.9661763847942064,1.8921843169513834,0.016831295089081655,0.016831295089081655,1,0.27652101215648645,0.6567055940894484
2000,0.5,0.5134376435250471,0.2,52,1.0211052615240115,0.017334299975013238,0.9871300335729856,1.0550804894750374,1.9668138442288094,1.8745799024758019,0.021105261524011487,0.021105261524011487,1,0.2768500437390024,0.6275934848886228
2000,0.5,0.48677388728378534,0.2,53,1.0214010814785934,0.01735974073233137,0.9873759896432239,1.055426173313963,2.031443651135592,1.9705083867387514,0.02140108147859343,0.02140108147859343,1,0.28372137654161933,0.6722996671035129
2000,0.5,0.48985833665550854,0.2,54,1.0190220473781944,0.016663897448474737,0.9863608083791838,1.0516832863772048,1.8926205627140573,1.8132123478770912,0.01902204737819435,0.01902204737819435,1,0.2773751663694207,0.6647686635312298
2000,0.5,0.5037491451380195,0.2,55,1.028039411247937,0.017475540844066325,0.993787351193567,1.062291471302307,2.041978532379644,1.9662965184527474,0.028039411247936963,0.028039411247936963,1,0.28816973444427224,0.707337551451951
2000,0.5,0.5154675122087709,0.2,56,1.0220727774413976,0.01813236534773321,0.9865333413598405,1.0576122135229546,2.0245534744213463,1.9359669798000796,0.022072777441397573,0.022072777441397573,1,0.28241074811262795,0.6581688874370648
2000,0.5,0.4970338518914585,0.2,57,1.0512184724994789,0.018005802414443974,1.0159270997671688,1.086509845231789,2.028939732070959,1.9579184486463141,0.05121847249947886,0.05121847249947886,0,0.27957295253007675,0.6581734690317875
2000,0.5,0.5185006311037323,0.2,58,1.035007581117267,0.017703900904156793,1.0003079353451196,1.0697072268894143,2.0142604358000273,1.9228090633199684,0.035007581117266984,0.035007581117266984,0,0.2856623934137908,0.6727774370677727
2000,0.5,0.4856818699835315,0.2,59,1.0388988558583658,0.016993638825356275,1.0055913237606675,1.0722063879560642,1.9395539253758947,1.8679863003915587,0.03889885585836583,0.03889885585836583,0,0.2857237611770342,0.6534252519204695
2000,0.5,0.5097527943773815,0.2,60,1.034808143877788,0.017313318250664327,1.000874040106486,1.0687422476490902,2.008844794157655,1.9240825120434448,0.03480814387778808,0.03480814387778808,0,0.2834803565149532,0.6617060101374743
2000,0.5,0.493453482947947,0.2,61,0.9961791481674711,0.017758130432682474,0.9613732125194134,1.0309850838155288,1.898605833232382,1.8164934716930436,-0.003820851832528893,0.003820851832528893,1,0.27362808142156325,0.653498816677752
2000,0.5,0.4953671093360993,0.2,62,1.025569636382791,0.016555310785291124,0.9931212272436205,1.0580180455219617,1.939675250974349,1.8602791962865217,0.025569636382791083,0.025569636382791083,1,0.2836294980018689,0.6752222572770211
2000,0.5,0.4930725562103943,0.2,63,1.0180527414611003,0.016690565175905003,0.9853392337163265,1.050766249205874,1.991781179829133,1.9201515732776533,0.018052741461100252,0.018052741461100252,1,0.28169414909217066,0.6564583962386504
2000,0.5,0.47423602724567215,0.2,64,1.0387504484177024,0.017421743799594647,1.004603830570497,1.0728970662649078,1.9650073358417284,1.9067458297230633,0.038750448417702366,0.038750448417702366,0,0.28064471875346503,0.637094952929734
2000,0.5,0.4958447842276842,0.2,65,1.0476051035545322,0.016863933697215294,1.0145517935079902,1.0806584136010742,1.9952356037257553,1.9214674413732284,0.04760510355453218,0.04760510355453218,0,0.2862928337770014,0.67759002684676
2000,0.5,0.501497194471068,0.2,66,1.026589471868679,0.01763788376785306,0.992019219683687,1.061159724053671,2.001117043686065,1.9231565192316817,0.026589471868678993,0.026589471868678993,1,0.2848140079019472,0.6786771847301502
2000,0.5,0.5139154099307962,0.2,67,1.0376030610459468,0.01727983094774522,1.0037345923883663,1.0714715297035273,1.9605659714180241,1.8686827156703465,0.037603061045946795,0.037603061045946795,0,0.2827742529424293,0.6584564112481596
2000,0.5,0.4815830284024107,0.2,68,0.9999091901579503,0.018840006189601615,0.9629827780263311,1.0368356022895695,2.0898631643816743,2.0412702463688865,-9.080984204967724e-05,9.080984204967724e-05,1,0.2824559889434959,0.7013979950423066
2000,0.5,0.4938677312049544,0.2,69,1.0165446625351864,0.01817807412337852,0.9809156372533645,1.0521736878170083,2.0479175461768206,1.9822577506437515,0.016544662535186383,0.016544662535186383,1,0.28177978833046363,0.6627985496678869
2000,0.5,0.4938762954110617,0.2,70,1.0290706055282866,0.01859778108828113,0.9926189545952555,1.0655222564613176,2.018470639946018,1.9493680859757498,0.029070605528286553,0.029070605528286553,1,0.27901891679599605,0.6573396060758531
2000,0.5,0.5151010744579069,0.2,71,1.0297829273634311,0.018764378677521856,0.9930047451554883,1.066561109571374,1.948608152205348,1.8541232372394671,0.029782927363431133,0.029782927363431133,1,0.28415001378922705,0.6805767699767652
2000,0.5,0.5027551131962079,0.2,72,1.0193736163647937,0.017384429283190537,0.9853001349697403,1.0534470977598471,1.9614043265377947,1.8787157369575982,0.019373616364793733,0.019373616364793733,1,0.2797784828735518,0.65193658034445
2000,0.5,0.5401012872809928,0.2,73,1.0274771522992943,0.017489294109512356,0.99319813584465,1.0617561687539385,2.0459099563451177,1.937583694586818,0.02747715229929426,0.02747715229929426,1,0.28962372448836815,0.666697927063544
2000,0.5,0.48998840101737634,0.2,74,1.016482569734802,0.017772358944904986,0.9816487462027883,1.051316393266816,1.9822761152616017,1.9145427407914337,0.01648256973480211,0.01648256973480211,1,0.27891401791511505,0.6532761669936449
2000,0.5,0.47850390150541655,0.2,75,1.0091186166554642,0.017970216221719557,0.9738969928608938,1.0443402404500346,2.042791487868469,1.9909667370526702,0.009118616655464207,0.009118616655464207,1,0.2799347556587497,0.6543718168730769
2000,0.5,0.4848984413539261,0.2,76,1.0200235165825007,0.017165299005302417,0.9863795305321079,1.0536675026328934,1.8894848982486283,1.8132136344951004,0.020023516582500678,0.020023516582500678,1,0.27554413103551595,0.6461490499970207
2000,0.5,0.5010066350602681,0.2,77,0.9949744178777973,0.017719245413610807,0.9602446968671201,1.0297041388884745,2.0675710336080044,1.9978095612085924,-0.005025582122202721,0.005025582122202721,1,0.27930863946993173,0.645347505739263
2000,0.5,0.49946061397179753,0.2,78,1.0407840060018816,0.017200070813795765,1.007071867206842,1.0744961447969212,2.01750166113967,1.9429232914034908,0.04078400600188159,0.04078400600188159,0,0.2832769210119638,0.6848098319418052
2000,0.5,0.48889391683023314,0.2,79,1.0134703752369139,0.018721936655134108,0.976775379392851,1.0501653710809766,2.0107881275939405,1.9451069227525335,0.013470375236913856,0.013470375236913856,1,0.27872541780042226,0.6395120738913105
2000,0.5,0.49215856654494783,0.2,80,1.0469098031701198,0.017284166844904095,1.0130328361541079,1.0807867701861318,1.9197222365482765,1.8418634493743986,0.046909803170119835,0.046909803170119835,0,0.27749502039105833,0.6546640740848931
2000,0.5,0.5036081473565306,0.2,81,1.0410124117985164,0.0178979317219883,1.0059324656234194,1.0760923579736135,2.044870913826475,1.9696596628148981,0.041012411798516446,0.041012411798516446,0,0.29168917284004364,0.676702386352524
2000,0.5,0.4838159705230921,0.2,82,1.0108455158236345,0.017117643788277917,0.9772949339986098,1.0443960976486593,1.9926248058194191,1.9292501542566831,0.010845515823634466,0.010845515823634466,1,0.278178634365902,0.6478711651722785
2000,0.5,0.5173280080799724,0.2,83,0.9992534664501904,0.01705853027441521,0.9658187471123366,1.0326881857880443,2.015944084221498,1.9250827162940838,-0.0007465335498095804,0.0007465335498095804,1,0.29298541736248285,0.6901602716076277
2000,0.5,0.5165696956311682,0.2,84,1.0261682705081008,0.01804582303209983,0.9907984573651851,1.0615380836510164,1.995838945759715,1.9038417437741233,0.026168270508100777,0.026168270508100777,1,0.28473143591142075,0.6694182389548169
2000,0.5,0.5122506225174043,0.2,85,1.0210750394118764,0.017083820615117193,0.9875907510062467,1.054559327817506,1.9695138721837924,1.8794121355243185,0.021075039411876384,0.021075039411876384,1,0.28254547873258556,0.6600000224226609
2000,0.5,0.5165337459686329,0.2,86,1.008424177499933,0.01853451147789509,0.9720965350032585,1.0447518199966073,1.994155038242542,1.9022798974810575,0.008424177499932961,0.008424177499932961,1,0.28318783801573755,0.6448884071650158
2000,0.5,0.5189168273619414,0.2,87,1.022805111061917,0.01836878227534877,0.9868022978022334,1.0588079243216006,2.082786437696803,1.9974684914363996,0.02280511106191696,0.02280511106191696,1,0.28598160265604283,0.67107260921896
2000,0.5,0.49425244525847434,0.2,88,1.0360050064982655,0.017910442606506437,1.000900538989513,1.0711094740070182,1.923584578682168,1.843260211683729,0.036005006498265546,0.036005006498265546,0,0.27865042942984797,0.6499439144516538
2000,0.5,0.5152270325021573,0.2,89,1.018965384342025,0.017607397051392845,0.9844548861212951,1.053475882562755,1.919767188036321,1.8230562243038406,0.018965384342024993,0.018965384342024993,1,0.2856639598012216,0.6783355839657874
2000,0.5,0.47301747244792197,0.2,90,1.032258591729554,0.01737899114258543,0.9981957690900864,1.0663214143690214,1.9617035480723397,1.9039376979660114,0.03225859172955392,0.03225859172955392,1,0.269771485323877,0.6456163398444513
2000,0.5,0.49740928851352834,0.2,91,1.0394621250649236,0.017900078106297505,1.0043779719765806,1.0745462781532666,1.9504660254672874,1.8707243175011457,0.03946212506492364,0.03946212506492364,0,0.27551327464547526,0.6316708207731813
2000,0.5,0.5064506544611245,0.2,92,1.0398953161635287,0.01740004381506678,1.0057912302859977,1.0739994020410597,1.97797898158979,1.8933011837692177,0.039895316163528705,0.039895316163528705,0,0.28554738583388933,0.7008872719722755
2000,0.5,0.5089895116030192,0.2,93,1.0319227666222355,0.018136904669323828,0.9963744334703608,1.0674710997741101,1.9393182569761385,1.848758186373909,0.03192276662223548,0.03192276662223548,1,0.2780064128575726,0.6570737418020737
2000,0.5,0.4893717423847683,0.2,94,1.0001736486405397,0.017609198527345767,0.965659619526942,1.0346876777541374,2.0795586695488444,2.023008901055991,0.00017364864053970308,0.00017364864053970308,1,0.28251034623668986,0.6683379330062047
2000,0.5,0.5335466296901032,0.2,95,1.033828301865948,0.017064000807349475,1.000382860283543,1.067273743448353,2.095705851712971,1.9973625565005995,0.033828301865947985,0.033828301865947985,0,0.28982864081835874,0.6498128087158646
2000,0.5,0.5177603470315302,0.2,96,1.0005166027436405,0.01785537976461793,0.9655200584049893,1.0355131470822916,2.0229098036026323,1.9325258980136093,0.0005166027436405152,0.0005166027436405152,1,0.2900778931731751,0.6959004891331889
2000,0.5,0.4905766231676591,0.2,97,0.988797198553885,0.016580053933706918,0.9563002928438195,1.0212941042639505,2.013891238113441,1.947591894141117,-0.011202801446114963,0.011202801446114963,1,0.2832287811656552,0.6613278023740744
2000,0.5,0.4970449626418836,0.2,98,1.0097907729922757,0.01797077576746164,0.9745680524880509,1.0450134934965005,2.0004503174319113,1.9275615937518351,0.00979077299227571,0.00979077299227571,1,0.28311947671040344,0.676294525864632
2000,0.5,0.5019906441065042,0.2,99,1.0199661705339675,0.018289977862342058,0.9841178139237771,1.055814527144158,2.0544735192800383,1.981811989765879,0.019966170533967542,0.019966170533967542,1,0.2855871178926727,0.662183388179187
2000,0.75,0.7287339151041976,0.0,0,1.0001171414949963,0.027575411298541384,0.9460693353498552,1.0541649476401374,3.8826224701848604,3.8826224701848604,0.00011714149499630899,0.00011714149499630899,1,0.0,0.0
2000,0.75,0.7485291563693836,0.0,1,1.0221499030884196,0.028551025553127548,0.9661898930042896,1.0781099131725496,4.071798715348854,4.071798715348854,0.022149903088419576,0.022149903088419576,1,0.0,0.0
2000,0.75,0.7456186047265161,0.0,2,0.9406940580542229,0.026592847888168937,0.8885720761934118,0.992816039915034,3.634875957059842,3.634875957059842,-0.059305941945777096,0.059305941945777096,0,0.0,0.0
2000,0.75,0.7616799853833885,0.0,3,0.9618676406755539,0.028246379045395575,0.9065047377465786,1.0172305436045292,3.692339247855989,3.692339247855989,-0.03813235932444614,0.03813235932444614,1,0.0,0.0
2000,0.75,0.7284897523037408,0.0,4,0.9780097026499162,0.026112058815973314,0.9268300673706085,1.0291893379292238,3.8520291700194584,3.8520291700194584,-0.021990297350083843,0.021990297350083843,1,0.0,0.0
2000,0.75,0.7606049687369794,0.0,5,1.0117230673468018,0.026041233520574896,0.9606822496464751,1.0627638850471286,3.844828327949738,3.844828327949738,0.011723067346801841,0.011723067346801841,1,0.0,0.0
2000,0.75,0.719151531436179,0.0,6,0.9768996195082438,0.027362456531498155,0.9232692047065074,1.0305300343099801,3.7746778309680935,3.7746778309680935,-0.023100380491756223,0.023100380491756223,1,0.0,0.0
2000,0.75,0.7680624518406342,0.0,7,0.9060325009785869,0.02646089982710956,0.8541691373174521,0.9578958646397217,3.924102166155165,3.924102166155165,-0.0939674990214131,0.0939674990214131,0,0.0,0.0
2000,0.75,0.744502918793101,0.0,8,0.9759278611550944,0.027652850737522515,0.9217282737095503,1.0301274486006387,3.978294342876444,3.978294342876444,-0.024072138844905555,0.024072138844905555,1,0.0,0.0
2000,0.75,0.7361916352156103,0.0,9,1.0095681297896786,0.0286076881395285,0.9534970610362027,1.0656391985431544,4.167083858177745,4.167083858177745,0.009568129789678581,0.009568129789678581,1,0.0,0.0
2000,0.75,0.7620786331358662,0.0,10,1.002981658646602,0.027397002093351483,0.9492835345436331,1.0566797827495709,3.945502537549549,3.945502537549549,0.002981658646602048,0.002981658646602048,1,0.0,0.0
2000,0.75,0.7853074302797435,0.0,11,0.9995506902520778,0.027410824732658122,0.9458254737760678,1.0532759067280877,4.0469554590741925,4.0469554590741925,-0.000449309747922233,0.000449309747922233,1,0.0,0.0
2000,0.75,0.7680485229151723,0.0,12,0.9855904477414489,0.028883125630059563,0.9289795215065322,1.0422013739763656,4.037241852742889,4.037241852742889,-0.014409552258551117,0.014409552258551117,1,0.0,0.0
2000,0.75,0.7253819005425947,0.0,13,1.0323293100074196,0.026962903399598455,0.9794820193442066,1.0851766006706325,3.9899087535356847,3.9899087535356847,0.032329310007419565,0.032329310007419565,1,0.0,0.0
2000,0.75,0.742678407757499,0.0,14,1.0153160391472664,0.02821115495750777,0.9600221754305512,1.0706099028639817,4.108183240564026,4.108183240564026,0.015316039147266425,0.015316039147266425,1,0.0,0.0
2000,0.75,0.7419995641829088,0.0,15,0.9702785471718743,0.02753181380875997,0.9163161921067048,1.0242409022370438,3.9953218168370572,3.9953218168370572,-0.02972145282812566,0.02972145282812566,1,0.0,0.0
2000,0.75,0.7329903485939688,0.0,16,0.9816188550294553,0.02810923677116631,0.9265247509579694,1.0367129591009414,4.010076184444478,4.010076184444478,-0.01838114497054466,0.01838114497054466,1,0.0,0.0
2000,0.75,0.7728502838535485,0.0,17,1.0018281494671766,0.026122987464502798,0.950627094036751,1.053029204897602,3.840334052081347,3.840334052081347,0.0018281494671765763,0.0018281494671765763,1,0.0,0.0
2000,0.75,0.7681621717384987,0.0,18,1.0224834258374982,0.026912655018613292,0.9697346220010161,1.0752322296739802,3.925038769453916,3.925038769453916,0.022483425837498183,0.022483425837498183,1,0.0,0.0
2000,0.75,0.7235582541296685,0.0,19,0.9791463173693563,0.02712373057086047,0.9259838054504698,1.0323088292882427,3.877590593437663,3.877590593437663,-0.02085368263064369,0.02085368263064369,1,0.0,0.0
2000,0.75,0.7135447235856327,0.0,20,1.0041871576130625,0.027461249703667617,0.950363108193874,1.0580112070322512,4.097294107316382,4.097294107316382,0.004187157613062542,0.004187157613062542,1,0.0,0.0
2000,0.75,0.7763245547032048,0.0,21,0.9929306536342435,0.027556702439496643,0.93891951685283,1.0469417904156568,4.079859832465516,4.079859832465516,-0.0070693463657565125,0.0070693463657565125,1,0.0,0.0
2000,0.75,0.7518565804217239,0.0,22,0.9811957750410564,0.02904597853780652,0.9242656571069556,1.0381258929751571,3.7996836962283553,3.7996836962283553,-0.018804224958943627,0.018804224958943627,1,0.0,0.0
2000,0.75,0.7507065620192329,0.0,23,1.0233088478056092,0.02765382591744629,0.9691073490074145,1.0775103466038038,4.007581471054214,4.007581471054214,0.023308847805609156,0.023308847805609156,1,0.0,0.0
2000,0.75,0.7613944925489525,0.0,24,0.968770867245038,0.026911759310820658,0.9160238189958295,1.0215179154942464,3.989441017125224,3.989441017125224,-0.031229132754961975,0.031229132754961975,1,0.0,0.0
2000,0.75,0.753392401818691,0.0,25,1.0042903553033007,0.026971922389054777,0.9514253874207533,1.0571553231858482,3.6636635066832657,3.6636635066832657,0.004290355303300686,0.004290355303300686,1,0.0,0.0
2000,0.75,0.7597148967046508,0.0,26,1.0327704346240065,0.028510056640096496,0.9768907236094174,1.0886501456385957,3.9923603969007404,3.9923603969007404,0.03277043462400653,0.03277043462400653,1,0.0,0.0
2000,0.75,0.7538780665274761,0.0,27,1.0006134953996542,0.026797459268823366,0.9480904752327604,1.053136515566548,4.175924432162722,4.175924432162722,0.0006134953996541626,0.0006134953996541626,1,0.0,0.0
2000,0.75,0.7878523922004436,0.0,28,0.9783627231874898,0.02744684895159932,0.9245668992423551,1.0321585471326244,3.766108074584585,3.766108074584585,-0.021637276812510153,0.021637276812510153,1,0.0,0.0
2000,0.75,0.7537571616167118,0.0,29,0.9910644303106028,0.03006880601775196,0.9321295705158089,1.0499992901053965,4.034210984666563,4.034210984666563,-0.008935569689397238,0.008935569689397238,1,0.0,0.0
2000,0.75,0.7189824710734615,0.0,30,1.022856613815065,0.028461635725175485,0.967071807793721,1.078641419836409,3.9393671850605987,3.9393671850605987,0.022856613815064986,0.022856613815064986,1,0.0,0.0
2000,0.75,0.7392619342989522,0.0,31,1.005648230356532,0.027527111991392763,0.9516950908534021,1.0596013698596618,3.916959646283247,3.916959646283247,0.005648230356531947,0.005648230356531947,1,0.0,0.0
2000,0.75,0.7625861682271959,0.0,32,0.9365992334196654,0.026849056026663227,0.8839750836074055,0.9892233832319254,3.9782565609969542,3.9782565609969542,-0.06340076658033456,0.06340076658033456,0,0.0,0.0
2000,0.75,0.7483963747002959,0.0,33,1.021512082054442,0.027196100753596093,0.9682077245773938,1.0748164395314905,3.823266441667822,3.823266441667822,0.021512082054442105,0.021512082054442105,1,0.0,0.0
2000,0.75,0.7401917336334809,0.0,34,1.071064196672726,0.02683279403365551,1.0184719203667612,1.1236564729786906,3.8969240404314625,3.8969240404314625,0.0710641966727259,0.0710641966727259,0,0.0,0.0
2000,0.75,0.7306183379325066,0.0,35,1.008633122749332,0.028696559227746794,0.9523878666629482,1.0648783788357157,3.9569666265246677,3.9569666265246677,0.008633122749331923,0.008633122749331923,1,0.0,0.0
2000,0.75,0.7329685918778663,0.0,36,0.997038440376166,0.02610902289261973,0.9458647555066313,1.0482121252457006,4.332507038787149,4.332507038787149,-0.0029615596238340425,0.0029615596238340425,1,0.0,0.0
2000,0.75,0.7119989515626056,0.0,37,0.9421099534148872,0.027527482000635557,0.8881560886936415,0.996063818136133,4.089670228527758,4.089670228527758,-0.057890046585112764,0.057890046585112764,0,0.0,0.0
2000,0.75,0.7481001986714082,0.0,38,0.95163814751256,0.02756129194266408,0.8976180153049385,1.0056582797201816,3.9390452902628086,3.9390452902628086,-0.04836185248743996,0.04836185248743996,1,0.0,0.0
2000,0.75,0.736741707407089,0.0,39,0.9863612092584749,0.029345666700312783,0.9288437025258619,1.043878715991088,4.191034493854076,4.191034493854076,-0.013638790741525075,0.013638790741525075,1,0.0,0.0
2000,0.75,0.7689026631887959,0.0,40,1.0077786302182226,0.02633321366233626,0.9561655314400435,1.0593917289964017,3.751272076678641,3.751272076678641,0.00777863021822256,0.00777863021822256,1,0.0,0.0
2000,0.75,0.7609805921820008,0.0,41,1.000482275011293,0.027520038014991966,0.9465430005019086,1.0544215495206772,4.045703105007535,4.045703105007535,0.00048227501129294303,0.00048227501129294303,1,0.0,0.0
2000,0.75,0.7359529582474915,0.0,42,0.981753422949552,0.02738436626455906,0.9280800650710163,1.0354267808280877,3.9323694532506592,3.9323694532506592,-0.018246577050447965,0.018246577050447965,1,0.0,0.0
2000,0.75,0.7471221528670533,0.0,43,1.0300931973332896,0.027051828661359863,0.9770716131570243,1.083114781509555,3.9947332975957845,3.9947332975957845,0.030093197333289634,0.030093197333289634,1,0.0,0.0
2000,0.75,0.7529865154254807,0.0,44,1.0302984602479859,0.027631916445181502,0.9761399040154302,1.0844570164805416,4.295139933218785,4.295139933218785,0.03029846024798588,0.03029846024798588,1,0.0,0.0
2000,0.75,0.7328950122264527,0.0,45,0.9865052142251209,0.025646286195054525,0.936238493282814,1.0367719351674278,4.026933244077683,4.026933244077683,-0.013494785774879059,0.013494785774879059,1,0.0,0.0
2000,0.75,0.741576082184463,0.0,46,1.031192312936306,0.026838313179818937,0.978589219103861,1.0837954067687512,4.042565972068144,4.042565972068144,0.031192312936306088,0.031192312936306088,1,0.0,0.0
2000,0.75,0.7506516038487644,0.0,47,1.0201606943492503,0.0270779380146359,0.967087935840564,1.0732334528579366,3.8397017889799585,3.8397017889799585,0.020160694349250274,0.020160694349250274,1,0.0,0.0
2000,0.75,0.7678321745810751,0.0,48,1.0261686796047202,0.027978348896688775,0.9713311157672102,1.0810062434422303,4.110362351869795,4.110362351869795,0.026168679604720246,0.026168679604720246,1,0.0,0.0
2000,0.75,0.7486236583176882,0.0,49,1.0093622355234169,0.027679645727057164,0.9551101298983848,1.0636143411484489,4.13769989635893,4.13769989635893,0.009362235523416862,0.009362235523416862,1,0.0,0.0
2000,0.75,0.7230776586220024,0.0,50,0.9582670089878014,0.02691019301146209,0.9055230306853357,1.011010987290267,4.214904679251976,4.214904679251976,-0.04173299101219863,0.04173299101219863,1,0.0,0.0
2000,0.75,0.7316558432961571,0.0,51,1.0151550317611333,0.026324409600688353,0.9635591889437841,1.0667508745784824,4.108269635464394,4.108269635464394,0.015155031761133309,0.015155031761133309,1,0.0,0.0
2000,0.75,0.7567619110326131,0.0,52,0.989887007280222,0.028553917070576872,0.9339213298218914,1.0458526847385528,4.063182343072346,4.063182343072346,-0.010112992719777947,0.010112992719777947,1,0.0,0.0
2000,0.75,0.6898340609393295,0.0,53,0.9776417669273684,0.026819057154894636,0.9250764149037749,1.0302071189509618,3.958793480335103,3.958793480335103,-0.022358233072631628,0.022358233072631628,1,0.0,0.0
2000,0.75,0.7556662908549097,0.0,54,1.0365629425690983,0.026709567797206527,0.9842121896865735,1.0889136954516232,3.8779875573890377,3.8779875573890377,0.03656294256909831,0.03656294256909831,1,0.0,0.0
2000,0.75,0.7843022655460842,0.0,55,1.038170054927885,0.028086040892728478,0.9831214147781371,1.0932186950776328,4.185060165237233,4.185060165237233,0.038170054927884944,0.038170054927884944,1,0.0,0.0
2000,0.75,0.73125296201034,0.0,56,0.975782408048423,0.02732600598124641,0.92222343632518,1.029341379771666,3.717263050250359,3.717263050250359,-0.024217591951577022,0.024217591951577022,1,0.0,0.0
2000,0.75,0.7591867523722056,0.0,57,1.0191471441664877,0.028246665836509255,0.9637836791269295,1.0745106092060457,3.9856279749513406,3.9856279749513406,0.019147144166487662,0.019147144166487662,1,0.0,0.0
2000,0.75,0.7118349920818575,0.0,58,0.9874168867470753,0.025981143287393135,0.9364938459037847,1.0383399275903658,3.7251869229445846,3.7251869229445846,-0.012583113252924716,0.012583113252924716,1,0.0,0.0
2000,0.75,0.7429804236526553,0.0,59,0.9555357268588547,0.027252741124848857,0.9021203542541509,1.0089510994635584,3.947929283191662,3.947929283191662,-0.044464273141145316,0.044464273141145316,1,0.0,0.0
2000,0.75,0.734619872033918,0.0,60,0.975449457714326,0.026604879148770248,0.9233038945827363,1.0275950208459157,4.056159204479956,4.056159204479956,-0.024550542285673993,0.024550542285673993,1,0.0,0.0
2000,0.75,0.7595761343963818,0.0,61,0.9755055285167901,0.02793771189827177,0.9207476131961774,1.0302634438374028,3.945803589949788,3.945803589949788,-0.024494471483209934,0.024494471483209934,1,0.0,0.0
2000,0.75,0.7343960343379103,0.0,62,1.0273691787081387,0.02678944599520433,0.9748618645575382,1.0798764928587392,4.013684062514277,4.013684062514277,0.02736917870813871,0.02736917870813871,1,0.0,0.0
2000,0.75,0.7356605457586979,0.0,63,0.9889402254429818,0.027307357711641493,0.9354178043281645,1.042462646557799,3.84209504692331,3.84209504692331,-0.011059774557018232,0.011059774557018232,1,0.0,0.0
2000,0.75,0.7626236160632821,0.0,64,0.9872827938621489,0.028300536565917855,0.9318137421929499,1.0427518455313478,3.7044433531879095,3.7044433531879095,-0.0127172061378511,0.0127172061378511,1,0.0,0.0
