n,target_r2,sample_r2,delta,replication,theta_hat,se,ci_lower,ci_upper,structural_kappa,kappa_star,bias,abs_bias,coverage,rmse_m,rmse_l
2000,0.5,0.4705215821425104,0.0,0,0.9883060315160024,0.015566875825102928,0.9577949548988006,1.018817108133204,2.1587382582778036,2.1587382582778036,-0.011693968483997619,0.011693968483997619,1,0.0,0.0
2000,0.5,0.5026874325651745,0.0,1,0.997972333335549,0.015742887485545143,0.9671162738638805,1.0288283928072175,1.9527778992717568,1.9527778992717568,-0.0020276666644509778,0.0020276666644509778,1,0.0,0.0
2000,0.5,0.5148655246847063,0.0,2,0.9767331486966622,0.01538856163503478,0.946571567891994,1.0068947295013304,2.005866350618463,2.005866350618463,-0.023266851303337832,0.023266851303337832,1,0.0,0.0
2000,0.5,0.4858262875892138,0.0,3,1.0058710220958047,0.016202994940514567,0.9741131520123961,1.0376288921792132,1.9793947839867996,1.9793947839867996,0.005871022095804701,0.005871022095804701,1,0.0,0.0
2000,0.5,0.49467484763220504,0.0,4,0.9930231908758153,0.015403264225245392,0.9628327929943343,1.0232135887572962,1.918603539367869,1.918603539367869,-0.006976809124184746,0.006976809124184746,1,0.0,0.0
2000,0.5,0.488863231146336,0.0,5,0.9893502907616148,0.015668785601857714,0.9586394709819738,1.020061110541256,2.02838390247113,2.02838390247113,-0.010649709238385152,0.010649709238385152,1,0.0,0.0
2000,0.5,0.4926633550019029,0.0,6,0.9992525553516455,0.016339896146415293,0.9672263589046715,1.0312787517986195,2.0467022409125675,2.0467022409125675,-0.0007474446483545227,0.0007474446483545227,1,0.0,0.0
2000,0.5,0.5140366374679237,0.0,7,0.9949312841487965,0.015519651199235027,0.9645127677982959,1.0253498004992971,1.9333130361543733,1.9333130361543733,-0.005068715851203498,0.005068715851203498,1,0.0,0.0
2000,0.5,0.5438465095654539,0.0,8,0.9991287488061088,0.01704920776663523,0.9657123015835037,1.0325451960287138,2.097869582305301,2.097869582305301,-0.0008712511938911982,0.0008712511938911982,1,0.0,0.0
2000,0.5,0.47584333839166215,0.0,9,1.003101666687531,0.015519986518790812,0.972682493110701,1.033520840264361,1.998900118260295,1.998900118260295,0.0031016666875309795,0.0031016666875309795,1,0.0,0.0
2000,0.5,0.4917426670640518,0.0,10,1.0064330544728721,0.01573293682793839,0.9755964982901129,1.0372696106556314,2.0445100888174075,2.0445100888174075,0.006433054472872124,0.006433054472872124,1,0.0,0.0
2000,0.5,0.48630811066160134,0.0,11,1.011144705161558,0.01631732478828508,0.9791627485765193,1.0431266617465969,2.0144656206516474,2.0144656206516474,0.011144705161558077,0.011144705161558077,1,0.0,0.0
2000,0.5,0.5156586624743842,0.0,12,0.9688525483082049,0.015136933380172126,0.9391841588830675,0.9985209377333423,2.048947053300019,2.048947053300019,-0.031147451691795114,0.031147451691795114,0,0.0,0.0
2000,0.5,0.4837929975023117,0.0,13,1.005524575745068,0.015267281693187635,0.9756007036264202,1.0354484478637156,2.0773411452571455,2.0773411452571455,0.005524575745067928,0.005524575745067928,1,0.0,0.0
2000,0.5,0.49002136603348556,0.0,14,1.0194654913779029,0.01675839188492396,0.986619043283452,1.052311939472354,2.050855722287625,2.050855722287625,0.019465491377902877,0.019465491377902877,1,0.0,0.0
2000,0.5,0.5153858555977063,0.0,15,0.9998808068527792,0.016008014637883122,0.9685050981625283,1.0312565155430302,1.9453095974460584,1.9453095974460584,-0.00011919314722075303,0.00011919314722075303,1,0.0,0.0
2000,0.5,0.4974993747279742,0.0,16,1.0001771798877417,0.015938403502080395,0.9689379090236641,1.0314164507518193,2.045403000780978,2.045403000780978,0.00017717988774168525,0.00017717988774168525,1,0.0,0.0
2000,0.5,0.48931689078174173,0.0,17,0.9954001483836583,0.014953437494963178,0.9660914108935305,1.024708885873786,1.9724322086796169,1.9724322086796169,-0.004599851616341688,0.004599851616341688,1,0.0,0.0
2000,0.5,0.4621455198720296,0.0,18,1.0199027738406818,0.015842913837454214,0.9888506627192716,1.050954884962092,2.0127972437630923,2.0127972437630923,0.019902773840681842,0.019902773840681842,1,0.0,0.0
2000,0.5,0.517899861853504,0.0,19,1.0149134313453898,0.01563948741217262,0.9842600360175314,1.045566826673248,1.9560176971517882,1.9560176971517882,0.014913431345389805,0.014913431345389805,1,0.0,0.0
2000,0.5,0.497344516681333,0.0,20,0.9985773656151775,0.016225435420245002,0.9667755121914973,1.0303792190388577,1.9840989263866144,1.9840989263866144,-0.0014226343848224854,0.0014226343848224854,1,0.0,0.0
2000,0.5,0.5342772198761299,0.0,21,1.0009324327721905,0.017060732674271877,0.9674933967306176,1.0343714688137633,2.0495774270983573,2.0495774270983573,0.0009324327721904613,0.0009324327721904613,1,0.0,0.0
2000,0.5,0.4771886893871329,0.0,22,1.0137915444250614,0.015650859044283223,0.9831158606982663,1.0444672281518566,1.9646813950501714,1.9646813950501714,0.013791544425061364,0.013791544425061364,1,0.0,0.0
2000,0.5,0.49524907938765034,0.0,23,0.9853681996610401,0.015188514484178019,0.9555987112720511,1.015137688050029,2.0429410419114404,2.0429410419114404,-0.014631800338959944,0.014631800338959944,1,0.0,0.0
2000,0.5,0.47889011531374504,0.0,24,1.0131787913091863,0.016306950376668444,0.9812171685709161,1.0451404140474565,1.9996115459682737,1.9996115459682737,0.01317879130918631,0.01317879130918631,1,0.0,0.0
2000,0.5,0.4985883875021252,0.0,25,0.9943716608374235,0.01556394865182745,0.9638663214798416,1.0248770001950052,2.0107002573166457,2.0107002573166457,-0.0056283391625765455,0.0056283391625765455,1,0.0,0.0
2000,0.5,0.4852239895718979,0.0,26,1.0003696830241255,0.015218704183432734,0.9705410228245974,1.0301983432236537,1.9290277848508575,1.9290277848508575,0.00036968302412554443,0.00036968302412554443,1,0.0,0.0
2000,0.5,0.5039170431460919,0.0,27,1.0067787420116712,0.015735889979944385,0.9759363976509802,1.037621086372362,1.9884016070253274,1.9884016070253274,0.006778742011671168,0.006778742011671168,1,0.0,0.0
2000,0.5,0.498947579381701,0.0,28,0.9828839110897338,0.01444420900750691,0.9545732614350203,1.0111945607444475,1.9304489655211572,1.9304489655211572,-0.01711608891026617,0.01711608891026617,1,0.0,0.0
2000,0.5,0.5235321330664404,0.0,29,1.0028954413049578,0.016679324211644402,0.9702039658501348,1.0355869167597809,1.9949463682131727,1.9949463682131727,0.00289544130495778,0.00289544130495778,1,0.0,0.0
2000,0.5,0.498108236012947,0.0,30,0.9955075930467367,0.01500036276836934,0.9661068820207328,1.0249083040727407,1.954026797290158,1.954026797290158,-0.0044924069532632505,0.0044924069532632505,1,0.0,0.0
2000,0.5,0.4952837953332128,0.0,31,0.9872046632681261,0.014994358873367607,0.9578157198763255,1.0165936066599266,1.9552989293831433,1.9552989293831433,-0.01279533673187394,0.01279533673187394,1,0.0,0.0
2000,0.5,0.5008204877020908,0.0,32,0.9945016038834191,0.015609413186704743,0.9639071540374778,1.0250960537293605,1.966833458075192,1.966833458075192,-0.005498396116580873,0.005498396116580873,1,0.0,0.0
2000,0.5,0.48751369136678724,0.0,33,1.0166433659492211,0.015206546009818422,0.986838535769977,1.0464481961284653,2.0505535089536164,2.0505535089536164,0.01664336594922111,0.01664336594922111,1,0.0,0.0
2000,0.5,0.5300108858508541,0.0,34,0.990757250508768,0.016221487004927055,0.9589631359791109,1.022551365038425,1.9828555411534705,1.9828555411534705,-0.00924274949123205,0.00924274949123205,1,0.0,0.0
2000,0.5,0.5029206820986862,0.0,35,1.00781572358306,0.016155038986381466,0.9761518471697523,1.0394795999963677,2.018621550859482,2.018621550859482,0.007815723583060041,0.007815723583060041,1,0.0,0.0
2000,0.5,0.4982334900303882,0.0,36,0.9910306438045015,0.015128102398875966,0.9613795631027046,1.0206817245062982,1.9845720757869867,1.9845720757869867,-0.008969356195498546,0.008969356195498546,1,0.0,0.0
2000,0.5,0.5270831815266996,0.0,37,1.0106650542153777,0.015681924655906596,0.9799284818898008,1.0414016265409547,1.9349301753586372,1.9349301753586372,0.010665054215377667,0.010665054215377667,1,0.0,0.0
2000,0.5,0.5143063858188163,0.0,38,0.9940758200901215,0.016051854446271763,0.9626141853754289,1.0255374548048142,2.041299434182464,2.041299434182464,-0.00592417990987848,0.00592417990987848,1,0.0,0.0
2000,0.5,0.48502335708444927,0.0,39,1.013953578233849,0.015384559470807661,0.9837998416710659,1.044107314796632,2.026641963412941,2.026641963412941,0.013953578233848907,0.013953578233848907,1,0.0,0.0
2000,0.5,0.5007951000875394,0.0,40,1.0160852305878665,0.01618496762100952,0.9843626940506878,1.0478077671250452,1.9170806328220267,1.9170806328220267,0.016085230587866484,0.016085230587866484,1,0.0,0.0
2000,0.5,0.5036409019141708,0.0,41,1.0124877900036242,0.015645225436898696,0.9818231481473028,1.0431524318599457,1.9347304778768755,1.9347304778768755,0.01248779000362421,0.01248779000362421,1,0.0,0.0
2000,0.5,0.4976919015559934,0.0,42,0.9929176162379054,0.015691339358700884,0.9621625910948517,1.0236726413809591,1.8978249374334584,1.8978249374334584,-0.0070823837620945795,0.0070823837620945795,1,0.0,0.0
2000,0.5,0.5293875818336612,0.0,43,0.9844646183584594,0.016508080047481166,0.9521087814653963,1.0168204552515225,2.0403698264120833,2.0403698264120833,-0.015535381641540558,0.015535381641540558,1,0.0,0.0
2000,0.5,0.510482356459899,0.0,44,0.9926668928843774,0.01565158550110406,0.9619897853022135,1.0233440004665413,2.0598478481889737,2.0598478481889737,-0.007333107115622628,0.007333107115622628,1,0.0,0.0
2000,0.5,0.5244511210602324,0.0,45,1.002922986214678,0.016282153906900364,0.9710099645571533,1.0348360078722028,2.090152934890508,2.090152934890508,0.002922986214678014,0.002922986214678014,1,0.0,0.0
2000,0.5,0.4882394172945616,0.0,46,0.9834430073717291,0.01549243471472133,0.9530778353308753,1.0138081794125828,2.0611041536639627,2.0611041536639627,-0.016556992628270928,0.016556992628270928,1,0.0,0.0
2000,0.5,0.5004963667579151,0.0,47,0.9828094242372708,0.015680004998146042,0.9520766144409045,1.013542234033637,1.8328494816350076,1.8328494816350076,-0.0171905757627292,0.0171905757627292,1,0.0,0.0
2000,0.5,0.5124268970589246,0.0,48,1.0022680180749148,0.015913951819166303,0.9710766725093489,1.0334593636404807,2.0388497026031844,2.0388497026031844,0.002268018074914835,0.002268018074914835,1,0.0,0.0
2000,0.5,0.5187374383220265,0.0,49,1.0150562150358635,0.01552745325880041,0.9846224066486147,1.0454900234231124,2.046589548191263,2.046589548191263,0.015056215035863518,0.015056215035863518,1,0.0,0.0
2000,0.5,0.49605123158745335,0.0,50,1.020626857409997,0.01642442610083246,0.9884349822523654,1.0528187325676286,2.065334811752726,2.065334811752726,0.020626857409997035,0.020626857409997035,1,0.0,0.0
2000,0.5,0.49401745417323917,0.0,51,1.0069070185709637,0.015411259216119072,0.9767009505073703,1.037113086634557,1.9846611578145938,1.9846611578145938,0.006907018570963652,0.006907018570963652,1,0.0,0.0
2000,0.5,0.5332002171796032,0.0,52,1.0075312580901812,0.015460448763348216,0.9772287785140187,1.0378337376663438,1.9883702781863117,1.9883702781863117,0.007531258090181181,0.007531258090181181,1,0.0,0.0
2000,0.5,0.4924469083394956,0.0,53,0.9882862460119444,0.016011411107200647,0.9569038802418312,1.0196686117820577,1.9088606367235033,1.9088606367235033,-0.01171375398805563,0.01171375398805563,1,0.0,0.0
2000,0.5,0.48438352784727834,0.0,54,0.9972689166070401,0.015205557612954041,0.9674660236856502,1.02707180952843,1.9400490354539415,1.9400490354539415,-0.00273108339295991,0.00273108339295991,1,0.0,0.0
2000,0.5,0.51726413025259,0.0,55,1.0032902109974609,0.015673016590963696,0.972571098479172,1.0340093235157497,2.025892813128508,2.025892813128508,0.0032902109974608518,0.0032902109974608518,1,0.0,0.0
2000,0.5,0.4784453202055025,0.0,56,1.0152056203806523,0.01542452864589283,0.9849735442347024,1.0454376965266023,1.9773126227697404,1.9773126227697404,0.015205620380652318,0.015205620380652318,1,0.0,0.0
2000,0.5,0.4866382933762108,0.0,57,1.0197491688664633,0.01646232864100584,0.9874830047300919,1.0520153330028348,2.1275873617319045,2.1275873617319045,0.019749168866463274,0.019749168866463274,1,0.0,0.0
2000,0.5,0.49313632471536617,0.0,58,0.9810556407150526,0.01508985760754907,0.9514795198042564,1.0106317616258487,1.8952397672192878,1.8952397672192878,-0.01894435928494742,0.01894435928494742,1,0.0,0.0
2000,0.5,0.5111272397940723,0.0,59,0.9738858911399983,0.01646787828431712,0.9416088497027368,1.0061629325772599,2.0236715321416416,2.0236715321416416,-0.02611410886000165,0.02611410886000165,1,0.0,0.0
2000,0.5,0.502615465107566,0.0,60,1.0272930766043022,0.01684371066433126,0.994279403702213,1.0603067495063916,2.08401450602969,2.08401450602969,0.027293076604302247,0.027293076604302247,1,0.0,0.0
2000,0.5,0.49881593768450394,0.0,61,0.9914999073027464,0.015727648692773287,0.9606737158649108,1.022326098740582,2.0121525758886034,2.0121525758886034,-0.008500092697253603,0.008500092697253603,1,0.0,0.0
2000,0.5,0.49150332235111943,0.0,62,1.0068812827536138,0.015592264493364207,0.9763204443466199,1.0374421211606075,1.9710980447998658,1.9710980447998658,0.006881282753613771,0.006881282753613771,1,0.0,0.0
2000,0.5,0.48400965612340374,0.0,63,0.9869122695833089,0.015095426937387935,0.9573252327860285,1.0164993063805892,2.0021270902775306,2.0021270902775306,-0.01308773041669109,0.01308773041669109,1,0.0,0.0
2000,0.5,0.5260474581818642,0.0,64,1.0211540817024096,0.016451757984160934,0.9889086360534542,1.053399527351365,2.014806385474487,2.014806385474487,0.02115408170240962,0.02115408170240962,1,0.0,0.0
2000,0.5,0.48007068645346895,0.0,65,0.9966146709377632,0.015702938959173646,0.9658369105777829,1.0273924312977436,1.994390824063014,1.994390824063014,-0.0033853290622367638,0.0033853290622367638,1,0.0,0.0
2000,0.5,0.4980512247146838,0.0,66,0.9998127749051323,0.015602649001946111,0.9692315828613179,1.0303939669489468,1.9573650520273278,1.9573650520273278,-0.00018722509486768235,0.00018722509486768235,1,0.0,0.0
2000,0.5,0.511215742018167,0.0,67,1.0239402351492783,0.0155767034921637,0.9934098963046375,1.0544705739939193,1.9733755097009724,1.9733755097009724,0.023940235149278344,0.023940235149278344,1,0.0,0.0
2000,0.5,0.48368466863538817,0.0,68,1.0263727827487787,0.01593568982629304,0.9951388306892444,1.0576067348083131,1.9675368353528069,1.9675368353528069,0.026372782748778745,0.026372782748778745,1,0.0,0.0
2000,0.5,0.524107889718067,0.0,69,1.0104082894996838,0.016171098928166566,0.9787129356004773,1.0421036433988902,2.051830160370056,2.051830160370056,0.010408289499683754,0.010408289499683754,1,0.0,0.0
2000,0.5,0.526846244717699,0.0,70,1.0213220434876866,0.016028731207751314,0.989905730320494,1.0527383566548791,2.034680681743339,2.034680681743339,0.021322043487686626,0.021322043487686626,1,0.0,0.0
2000,0.5,0.5034890535573197,0.0,71,0.9964026654011431,0.016231565227935,0.9645887975543905,1.0282165332478956,2.0145812923415063,2.0145812923415063,-0.003597334598856916,0.003597334598856916,1,0.0,0.0
2000,0.5,0.48677330089998316,0.0,72,0.9995524344746713,0.016701438413426688,0.966817615184355,1.0322872537649876,1.9952947113033135,1.9952947113033135,-0.00044756552532865257,0.00044756552532865257,1,0.0,0.0
2000,0.5,0.5011421880858872,0.0,73,1.0113431808501212,0.015634256567534793,0.980700037977753,1.0419863237224893,1.9504870536471925,1.9504870536471925,0.011343180850121204,0.011343180850121204,1,0.0,0.0
2000,0.5,0.48977726618776174,0.0,74,0.9912698520835048,0.015866480364445126,0.9601715505691923,1.0223681535978173,1.924394562348193,1.924394562348193,-0.008730147916495179,0.008730147916495179,1,0.0,0.0
2000,0.5,0.5269674020811341,0.0,75,1.021505478570717,0.01818002737017548,0.985872624925173,1.0571383322162609,1.9944215495022397,1.9944215495022397,0.02150547857071694,0.02150547857071694,1,0.0,0.0
2000,0.5,0.49689170656118914,0.0,76,1.0345072099907517,0.015485771730207874,1.0041550973995443,1.0648593225819591,1.9875246110922247,1.9875246110922247,0.03450720999075174,0.03450720999075174,0,0.0,0.0
2000,0.5,0.48976569151481536,0.0,77,1.0098243369384314,0.01573014975682079,0.9789932434150627,1.0406554304618,2.0363414702036158,2.0363414702036158,0.009824336938431433,0.009824336938431433,1,0.0,0.0
2000,0.5,0.46920323465275837,0.0,78,1.0013971509530122,0.015404759559674639,0.9712038222160498,1.0315904796899744,1.8637797186327119,1.8637797186327119,0.0013971509530121828,0.0013971509530121828,1,0.0,0.0
2000,0.5,0.47977646033653765,0.0,79,0.9791514031602675,0.015879208253287647,0.9480281549838238,1.0102746513367113,1.9425057838026307,1.9425057838026307,-0.020848596839732503,0.020848596839732503,1,0.0,0.0
2000,0.5,0.4849685556061472,0.0,80,0.9927133573802583,0.015298366611576653,0.9627285588215682,1.0226981559389485,1.9404034510844488,1.9404034510844488,-0.007286642619741657,0.007286642619741657,1,0.0,0.0
2000,0.5,0.5086105948120307,0.0,81,1.0020920205556856,0.016273699285021682,0.970195569957043,1.0339884711543281,1.9245085111696651,1.9245085111696651,0.002092020555685581,0.002092020555685581,1,0.0,0.0
2000,0.5,0.48187946144959726,0.0,82,0.9808602577266984,0.015506545802700512,0.9504674279534053,1.0112530874999914,2.0129950396564795,2.0129950396564795,-0.01913974227330162,0.01913974227330162,1,0.0,0.0
2000,0.5,0.49177517442985463,0.0,83,1.0107741987274768,0.015968226174356948,0.9794764754257371,1.0420719220292163,2.059385462659148,2.059385462659148,0.010774198727476758,0.010774198727476758,1,0.0,0.0
2000,0.5,0.49068808124426944,0.0,84,0.9971096428301229,0.01658965345305643,0.9645939220621323,1.0296253635981136,2.121329998777963,2.121329998777963,-0.002890357169877067,0.002890357169877067,1,0.0,0.0
2000,0.5,0.49826671368262987,0.0,85,1.00691708966271,0.015075113138599973,0.9773698679110541,1.036464311414366,1.9301280672728522,1.9301280672728522,0.006917089662709985,0.006917089662709985,1,0.0,0.0
2000,0.5,0.48406572060472514,0.0,86,1.0030516898469175,0.015138516515953123,0.9733801974756494,1.0327231822181857,1.9544396408409137,1.9544396408409137,0.0030516898469175047,0.0030516898469175047,1,0.0,0.0
2000,0.5,0.4993439021305171,0.0,87,0.9994795161132445,0.016088185246638277,0.9679466730298335,1.0310123591966556,1.9861729846553138,1.9861729846553138,-0.0005204838867555184,0.0005204838867555184,1,0.0,0.0
2000,0.5,0.47606662251453014,0.0,88,0.9699487521933204,0.015267378574570858,0.9400246901871616,0.9998728141994793,1.9519038428517026,1.9519038428517026,-0.03005124780667956,0.03005124780667956,0,0.0,0.0
2000,0.5,0.4941059518146703,0.0,89,1.0321315051526534,0.01586656101520722,1.0010330455628473,1.0632299647424595,1.9320396622012845,1.9320396622012845,0.032131505152653395,0.032131505152653395,0,0.0,0.0
2000,0.5,0.5041290937603436,0.0,90,0.9955700454902981,0.01550482258461213,0.9651805932244584,1.025959497756138,1.9099325652413488,1.9099325652413488,-0.00442995450970185,0.00442995450970185,1,0.0,0.0
2000,0.5,0.5039543282893826,0.0,91,1.0072510156752332,0.01565136410187728,0.9765743420355537,1.0379276893149127,1.9435446411483295,1.9435446411483295,0.00725101567523323,0.00725101567523323,1,0.0,0.0
2000,0.5,0.5198749332818163,0.0,92,1.0038135919281537,0.01669175955741779,0.9710977431956148,1.0365294406606926,2.1310444303708294,2.1310444303708294,0.00381359192815367,0.00381359192815367,1,0.0,0.0
2000,0.5,0.44575199032332985,0.0,93,0.9898370017667065,0.015540603510663407,0.9593774188858063,1.0202965846476069,1.9365259554703063,1.9365259554703063,-0.010162998233293474,0.010162998233293474,1,0.0,0.0
2000,0.5,0.49307862396515545,0.0,94,1.0204991622860284,0.01596625862069581,0.9892052953894647,1.0517930291825923,1.9684208081945422,1.9684208081945422,0.02049916228602844,0.02049916228602844,1,0.0,0.0
2000,0.5,0.4952049073234829,0.0,95,1.0110984157160472,0.016356109726184332,0.9790404406527259,1.0431563907793684,2.0779251784927175,2.0779251784927175,0.011098415716047194,0.011098415716047194,1,0.0,0.0
2000,0.5,0.5019977772825054,0.0,96,0.9896467684565405,0.016476680993459038,0.9573524737093608,1.0219410632037202,2.0885644545381212,2.0885644545381212,-0.010353231543459462,0.010353231543459462,1,0.0,0.0
2000,0.5,0.4912189533567088,0.0,97,1.0066039421801152,0.015797168793447235,0.9756414913449586,1.0375663930152716,2.0158368634467383,2.0158368634467383,0.006603942180115174,0.006603942180115174,1,0.0,0.0
2000,0.5,0.5034913247123102,0.0,98,0.9973917565571808,0.016561607816950576,0.9649310052359577,1.029852507878404,1.915218464636377,1.915218464636377,-0.0026082434428191803,0.0026082434428191803,1,0.0,0.0
2000,0.5,0.5257791556317863,0.0,99,0.9894721192645645,0.015780533484853625,0.9585422736342514,1.0204019648948777,2.075885273146265,2.075885273146265,-0.010527880735435535,0.010527880735435535,1,0.0,0.0
2000,0.5,0.5195861250015251,0.02,0,1.0213438998839888,0.016760056346981415,0.9884941894439052,1.0541936103240723,1.9639108252431994,1.9608871068613087,0.02134389988398877,0.02134389988398877,1,0.028169207509010058,0.06612241271933654
2000,0.5,0.488209487747458,0.02,1,0.996840696609691,0.016172076688467214,0.9651434263002953,1.0285379669190868,2.1153505401016814,2.117960173357415,-0.0031593033903090095,0.0031593033903090095,1,0.028505480999682208,0.0672130915406137
2000,0.5,0.4843174937566598,0.02,2,1.0050314503675173,0.015595198117648784,0.9744648620569256,1.035598038678109,1.9606655512776106,1.960484741116991,0.005031450367517287,0.005031450367517287,1,0.02787684823916091,0.06638225161595863
